d1;d2;d3;d4;n
0.0508992;0.049441;0.0520103;0.0501354;14401
0.0510013;0.0494768;0.0522486;0.0500312;14431
0.0510338;0.0494433;0.0522785;0.0499274;14461
0.0510662;0.049341;0.0523083;0.049962;14491
0.0510295;0.049239;0.0522003;0.0501343;14521
0.0509931;0.0492062;0.0522301;0.0502371;14551
0.0510939;0.049105;0.0521912;0.0502709;14581
0.0510574;0.0490726;0.0522209;0.0501677;14611
0.0510211;0.0490404;0.0523188;0.0503381;14641
0.0510531;0.0489401;0.0523482;0.0503033;14671
0.0510169;0.0488402;0.0524454;0.0505408;14701
0.0511167;0.0488765;0.0525423;0.0505057;14731
0.0511483;0.0489804;0.0525032;0.0506063;14761
0.0511798;0.0490163;0.0524643;0.0506389;14791
0.0511436;0.049052;0.0523581;0.0506039;14821
0.0513097;0.0490203;0.0525217;0.050569;14851
0.0512734;0.0490558;0.0524158;0.0505342;14881
0.0512373;0.0489571;0.0523774;0.0504326;14911
0.0513353;0.0490596;0.0524731;0.0504652;14941
0.0512324;0.0490949;0.0525015;0.0504976;14971
0.0513966;0.0490634;0.0524632;0.0503966;15001
0.0513605;0.0489655;0.052425;0.0504956;15031
0.0513246;0.0490671;0.0524534;0.0503951;15061
0.0513551;0.0491684;0.0523491;0.0503611;15091
0.0513194;0.0490708;0.0523775;0.0503274;15121
0.0513497;0.0491057;0.0523398;0.0502937;15151
0.05138;0.0491404;0.0523022;0.0503261;15181
0.0514102;0.0490435;0.0523963;0.0502268;15211
0.0513746;0.0491438;0.0524244;0.0501936;15241
0.0514046;0.0490472;0.0523214;0.0501604;15271
0.0513692;0.0491471;0.0523495;0.0501928;15301
0.0513339;0.0490509;0.0523123;0.0500946;15331
0.0512336;0.0491504;0.0522101;0.0500618;15361
0.0511338;0.0492496;0.0521733;0.0500942;15391
0.0510343;0.0491538;0.0522015;0.0501913;15421
0.0511294;0.049123;0.0521649;0.0501586;15451
0.0512241;0.0492216;0.052193;0.050126;15481
0.0512539;0.0492554;0.0520921;0.0500935;15511
0.0512194;0.0491603;0.0519915;0.0501898;15541
0.0513133;0.0492582;0.0521482;0.0501573;15571
0.0512147;0.0492917;0.0521761;0.0501891;15601
0.0511803;0.049389;0.05214;0.0500928;15631
0.0511462;0.0493583;0.0522955;0.0501245;15661
0.0511758;0.0493276;0.052323;0.0500287;15691
